Telephone Calls by Prime Minister on New Year	ಹೊಸ ವರ್ಷದಂದು ಪ್ರಧಾನಮಂತ್ರಿಯವರಿಂದ ದೂರವಾಣಿ ಕರೆಗಳು
NAAC evaluates the institutions for its conformance to the standards of quality in terms of educational processes and outcomes, curriculum coverage, teaching-learning processes, faculty, research, infrastructure, learning resources, organisation, governance, financial well-being and student services.	ಸಂಸ್ಥೆಗಳು ಒದಗಿಸುತ್ತಿರುವ ಶೈಕ್ಷಣಿಕ ಪ್ರಕ್ರಿಯೆಗಳು ಮತ್ತು ಅದರ ಫಲಶ್ರುತಿಗಳು, ಪಠ್ಯಕ್ರಮದ ವ್ಯಾಪ್ತಿ, ಬೋಧನೆ-ಕಲಿಕೆಯ ಪ್ರಕ್ರಿಯೆಗಳು, ಅಧ್ಯಾಪಕರು, ಸಂಶೋಧನೆ, ಮೂಲಸೌಕರ್ಯ, ಕಲಿಕಾ ಸಂಪನ್ಮೂಲಗಳು, ಸಂಘಟನೆ, ಆಡಳಿತ, ಆರ್ಥಿಕ ಕ್ಷಮತೆ ಮತ್ತು ವಿದ್ಯಾರ್ಥಿಗಳಿಗೆ ಒದಗಿಸಲಾದ ಸೇವೆಗಳು ಗುಣಮಟ್ಟದ ಮಾನದಂಡಗಳಿಗೆ ಅನುಗುಣವಾಗಿವೆಯೇ ಎಂಬುದನ್ನು ಖಾತ್ರಿಪಡಿಸಿಕೊಳ್ಳಲು ನ್ಯಾಕ್ ಮೌಲ್ಯಮಾಪನ ಮಾಡುತ್ತದೆ.
I have visited a number of NAAC accredited educational institutions after I have assumed the office of the Vice President of India	ನಾನು ಭಾರತದ ಉಪರಾಷ್ಟ್ರಪತಿಯಾಗಿ ಅಧಿಕಾರ ವಹಿಸಿಕೊಂಡ ಬಳಿಕ ನ್ಯಾಕ್ ನಿಂದ ಮಾನ್ಯತೆ ಪಡೆದಿರುವ ಹಲವು ಉನ್ನತ ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಗಳಿಗೆ ಭೇಟಿ ನೀಡಿದ್ದೇನೆ.
In all these institutions, I saw great potential and an unwavering commitment to excellence when it comes to the quality of education they provide	ಈ ಎಲ್ಲ ಸಂಸ್ಥೆಗಳಲ್ಲಿ ಅವರು ಒದಗಿಸುವ ಗುಣಮಟ್ಟದ ಶಿಕ್ಷಣದಲ್ಲಿ ಔನ್ನತ್ಯ ಸಾಧಿಸುವುದಕ್ಕಾಗಿ ದೊಡ್ಡ ಕ್ಷಮತೆ ಮತ್ತು ಅದಮ್ಯ ಬದ್ಧತೆ ಹೊಂದಿರುವುದನ್ನು ನಾನು ಕಂಡಿದ್ದೇನೆ.
I must say that the accreditation framework developed by NAAC has gone a long way in augmenting the quality of higher education in India	ಭಾರತದಲ್ಲಿ ಉನ್ನತ ಶಿಕ್ಷಣದ ಗುಣಮಟ್ಟವನ್ನು ಹೆಚ್ಚಿಸುವಲ್ಲಿ ನ್ಯಾಕ್ ಅಭಿವೃದ್ಧಿಪಡಿಸಿದ ಮಾನ್ಯತೆಯ ಚೌಕಟ್ಟು ಬಹಳ ದೂರ ಸಾಗಿದೆ ಎಂದು ನಾನು ಹೇಳಲೇಬೇಕು.
Today, as we celebrate the many accomplishments of NAAC over the last 25 years, let me congratulate all those who have been associated with this organization for toiling hard to take it to its current lofty status	ನ್ಯಾಕ್ ನ ಕಳೆದ 25 ವರ್ಷಗಳ ಹಲವು ಸಾಧನೆಯನ್ನು ಇಂದು ನಾವು ಆಚರಿಸುವಾಗ, ಅದು ಇಂದು ಹೊಂದಿರುವ ಉನ್ನತ ಸ್ಥಾನಮಾನಕ್ಕೆ ಕೊಂಡೊಯ್ಯಲು ಈ ಸಂಸ್ಥೆಯೊಂದಿಗೆ ಸಂಬಂಧ ಹೊಂದಿ ಶ್ರಮಿಸಿರುವ ಎಲ್ಲರನ್ನೂ ನಾನು ಅಭಿನಂದಿಸುತ್ತೇನೆ.
My dear sisters and brothers,	ನನ್ನ ಪ್ರೀತಿಯ ಸಹೋದರ ಸಹೋದರಿಯರೇ,
India has one of the largest and most diverse education systems in the world	ಭಾರತ ವಿಶ್ವದಲ್ಲೇ ಒಂದು ದೊಡ್ಡ ಮತ್ತು ವೈವಿಧ್ಯಮಯ ಶಿಕ್ಷಣ ವ್ಯವಸ್ಥೆ ಹೊಂದಿರುವ ರಾಷ್ಟ್ರವಾಗಿದೆ.
India is undoubtedly a country to reckon with in the globe today	ಭಾರತವನ್ನು ಇಂದು ಜಗತ್ತೇ ಪರಿಗಣಿಸಿದೆ ಎಂಬುದರಲ್ಲಿ ಯಾವುದೇ ಅನುಮಾನವಿಲ್ಲ.
Its achievements are worthy of emulation and serve as a model for any developing nation	ಇದರ ಸಾಧನೆಗಳು ಅನುಕರಣಾರ್ಹವಾಗಿವೆ ಮತ್ತು ಯಾವುದೇ ಅಭಿವೃದ್ಧಿಶೀಲ ರಾಷ್ಟ್ರಗಳಿಗೆ ಮಾದರಿಯಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿವೆ.
With the challenges that India had after her independence, she has continuously strived to achieve several crucial milestones, be it in the area of agriculture, industry, science and technology, space science, defense and many others	ಭಾರತವು ಸ್ವಾತಂತ್ರ್ಯ ಪಡೆದ ಬಳಿಕ ಎದುರಿಸಿದ ಸವಾಲುಗಳ ನಡುವೆಯೂ, ಹಲವು ಮೈಲುಗಲ್ಲಿನ ಸಾಧನೆ ಮಾಡಿದೆ, ಅದು ಕೃಷಿ ಕ್ಷೇತ್ರವೇ ಇರಲಿ, ಕೈಗಾರಿಕೆಯೇ ಇರಲಿ, ವಿಜ್ಞಾನ ತಂತ್ರಜ್ಞಾನವೇ ಇರಲಿ, ಬಾಹ್ಯಾಕಾಶ ವಿಜ್ಞಾನವೇ ಇರಲಿ ಅಥವಾ ಇನ್ನಾವುದೇ ಕ್ಷೇತ್ರವಿರಲಿ ನಿರಂತರವಾಗಿ ಶ್ರಮಿಸಿದೆ.
We have an incredible demographic dividend at our disposal, 65% of our population is below 35 years of age.	ನಮ್ಮಲ್ಲಿ ಅದ್ಭುತ ಮಾನವ ಸಂಪನ್ಮೂಲವಿದ್ದು, ಇದರಲ್ಲಿ ಶೇಕಡ 65ರಷ್ಟು ಮಂದಿ 35 ವರ್ಷ ವಯೋಮಾನದೊಳಗಿನವರು ಆಗಿರುವುದು ನಮಗೆ ದೊಡ್ಡ ಲಾಭಾಂಶವಾಗಿದೆ.
According to the report, titled World Economic League Table 2020, released by UK-based Centre for Economics and Business Research (CEBR), India has decisively overtaken both France and the UK to become the worlds fifth-largest economy in 2019	ಯು ಕೆ ಮೂಲದ ಆರ್ಥಿಕ ಮತ್ತು ವಾಣಿಜ್ಯ ಸಂಶೋಧನೆ ಕುರಿತ ಕೇಂದ್ರ (ಸಿಇಬಿಆರ್) ಬಿಡುಗಡೆ ಮಾಡಿರುವ ‘ವಿಶ್ವ ಆರ್ಥಿಕ ಸಂಘಟನೆ ಪಟ್ಟಿ 2020’ ಶೀರ್ಷಿಕೆಯ ವರದಿಯ ಪ್ರಕಾರ ಭಾರತವು 2019 ರಲ್ಲಿ ಫ್ರಾನ್ಸ್ ಮತ್ತು ಯು ಕೆ ಎರಡನ್ನೂ ಹಿಂದೆ ಹಾಕಿ ವಿಶ್ವದ ಐದನೇ ಅತಿದೊಡ್ಡ ಆರ್ಥಿಕತೆ ರಾಷ್ಟ್ರವಾಗಿದೆ.
It is expected to overtake Germany to become fourth largest in 2026 and Japan to become the third largest in 2034	2026 ರ ಹೊತ್ತಿಗೆ ಜರ್ಮನಿಯನ್ನು ಹಿಂದೆ ಹಾಕಿ ನಾಲ್ಕನೇ ಅತಿದೊಡ್ಡ ಮತ್ತು 2034 ರಲ್ಲಿ ಜಪಾನ್ ಅನ್ನು ಹಿಂದೆ ತಳ್ಳಿ ಮೂರನೇ ಅತಿದೊಡ್ಡ ಆರ್ಥಿಕ ರಾಷ್ಟ್ರವಾಗಲಿದೆ.
If we wish for India to have a thriving and sustainable economic growth trajectory to create a $5-trillion economy by 2024then we must strive to build a knowledge economy	ಭಾರತವನ್ನು 2024 ರ ಹೊತ್ತಿಗೆ 5-ಟ್ರಿಲಿಯನ್ ಡಾಲರ್ ಆರ್ಥಿಕತೆಯ ರಾಷ್ಟ್ರವಾಗಿ ಮಾರ್ಪಡಿಸಲು ವೇಗದ ಬೆಳವಣಿಗೆ ಮತ್ತು ಸುಸ್ಥಿರ ಆರ್ಥಿಕ ಪಥದಲ್ಲಿ ಸಾಗಬೇಕು ಎಂದು ನಾವು ಬಯಸುವುದಾದರೆ, - ಆಗ ನಾವು ಜ್ಞಾನ ಆರ್ಥಿಕತೆಯ ನಿರ್ಮಾಣಕ್ಕೆ ಶ್ರಮಿಸಬೇಕು.
There is a deep and inseverable connection between a nations educational institutions and its economic wellbeing	ರಾಷ್ಟ್ರದ ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಗಳು ಮತ್ತು ಅದರ ಆರ್ಥಿಕ ಯೋಗಕ್ಷೇಮದ ನಡುವೆ ಆಳವಾದ ಮತ್ತು ಬೇರ್ಪಡಿಸಲಾಗದಂಥ ನಂಟಿದೆ.
For this to happen, we must constantly reform our institutions of higher education	ಇದು ಸಾಕಾರವಾಗಬೇಕಾದರೆ, ನಾವು ನಿರಂತರವಾಗಿ ನಮ್ಮ ಉನ್ನತ ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಗಳನ್ನು ಸುಧಾರಣೆ ಮಾಡಲೇಬೇಕು.
Through well laid out mentoring plans, the mentor would interact with his disciples on a score of subjects and provide knowledge, cultivate skills and foster the attitude that was necessary for a successful, happy and accomplished life	ಉತ್ತಮವಾಗಿ ರೂಪಿಸಲಾದ ಮಾರ್ಗದರ್ಶಿ ನೀತಿಗಳ ಮೂಲಕ, ಮಾರ್ಗದರ್ಶಕನು ತನ್ನ ಶಿಷ್ಯರೊಂದಿಗೆ ಹಲವಾರು ವಿಷಯಗಳ ಬಗ್ಗೆ ಸಂವಹನ ನಡೆಸುತ್ತಾನೆ ಮತ್ತು ಜ್ಞಾನವನ್ನು ಪಸರಿಸುತ್ತಾನೆ, ಕೌಶಲ್ಯಗಳನ್ನು ಬೆಳೆಸುತ್ತಾನೆ ಮತ್ತು ಯಶಸ್ವಿ, ಸಂತೋಷದ ಮತ್ತು ಸಾಧನೆಯ ಬದುಕಿಗೆ ಅಗತ್ಯವಾದ ಮನೋಭಾವವನ್ನು ಬೆಳೆಸುತ್ತಾನೆ.
Indias ancient centers of learning, Nalanda, Vikramsila, Takshashila and the likes of it were eulogized by one and all across the globe for their openness, commitment to quality and excellence	ಭಾರತದ ಪುರಾತನ ಕಲಿಕಾ ಕೇಂದ್ರಗಳಾಗಿದ್ದ ನಳಂದಾ, ವಿಕ್ರಮಶಿಲಾ, ತಕ್ಷಶಿಲಾ ಮತ್ತು ಅದೇ ತರಹದ ಕೇಂದ್ರಗಳು, ತಮ್ಮ ಮುಕ್ತತೆ, ಗುಣಮಟ್ಟ ಮತ್ತು ಉತ್ಕೃಷ್ಟ ಬದ್ಧತೆಯಿಂದಾಗಿ ಜಗತ್ತಿನಾದ್ಯಂತ ಎಲ್ಲರ ಪ್ರಶಂಸೆಗೆ ಪಾತ್ರವಾಗಿದ್ದವು.
My dear sisters and brothers,	ನನ್ನ ಆತ್ಮೀಯ ಸಹೋದರ, ಸಹೋದರಿಯರೇ,
We must first address the structural lacunae in our higher education system	ನಾವು ಮೊದಲು ನಮ್ಮ ಉನ್ನತ ಶಿಕ್ಷಣ ವ್ಯವಸ್ಥೆಯಲ್ಲಿನ ರಚನಾತ್ಮಕ ಲೋಪವನ್ನು ನಿವಾರಿಸಬೇಕು.
In its Strategy for New India @ 75 report the NITI Aayog has recommended that spending on education should be increased to at least 6 per cent of GDP by 2022	“ನವ ಭಾರತ @75ಕ್ಕೆ ಕಾರ್ಯತಂತ್ರ” ವರದಿಯಲ್ಲಿ ನೀತಿ ಆಯೋಗವು ಶಿಕ್ಷಣದ ಮೇಲಿನ ವೆಚ್ಚವನ್ನು 2022ರ ಹೊತ್ತಿಗೆ ಜಿಡಿಪಿಯ ಕನಿಷ್ಠ 6ಕ್ಕೆ ಹೆಚ್ಚಿಸುವಂತೆ ಶಿಫಾರಸು ಮಾಡಿದೆ.
In a welcome move last year, the University Grants Commission took steps to fill around 50,000 vacancies in Institutions of higher education	ಕಳೆದ ವರ್ಷ ಸ್ವಾಗತಾರ್ಹವಾದ ಕ್ರಮದಲ್ಲಿ, ಉನ್ನತ ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಗಳಲ್ಲಿ ಸುಮಾರು 50,000 ಖಾಲಿ ಹುದ್ದೆಗಳನ್ನು ಭರ್ತಿ ಮಾಡಲು ವಿಶ್ವವಿದ್ಯಾಲಯ ಧನಸಹಾಯ ಆಯೋಗ ಕ್ರಮ ಕೈಗೊಂಡಿದೆ.
Along with filling vacancies, we must also keep augmenting the knowledge, skills and capabilities of our teaching faculty	ಖಾಲಿ ಹುದ್ದೆಗಳನ್ನು ಭರ್ತಿ ಮಾಡುವುದರ ಜೊತೆಗೆ, ನಾವು ನಮ್ಮ ಬೋಧಕವರ್ಗದ ಜ್ಞಾನ, ಕೌಶಲ ಮತ್ತು ದಕ್ಷತೆ ಹೆಚ್ಚಿಸಲೂ ತ್ವರೆ ಮಾಡಬೇಕು.
They must be encouraged to pursue new knowledge and explore new teaching methodologies	ಅವರಿಗೆ ನೂತನ ಜ್ಞಾನ ಮತ್ತು ಹೊಸ ಬೋಧನಾ ವಿಧಾನಗಳನ್ನು ಶೋಧಿಸಲು ಉತ್ತೇಜಿಸಬೇಕು.
Their training must not be a one-time initiative but must be a continuous process	ಅವರಿಗೆ ತರಬೇತಿ ನೀಡುವ ಪ್ರಕ್ರಿಯೆ ಕೇವಲ ಒಂದು ಬಾರಿ ಆಗಬಾರದು ಅದು ನಿರಂತ್ರ ಪ್ರಕ್ರಿಯೆ ಆಗಬೇಕು
Quality of teaching faculty has a great bearing on learning outcomes	ಬೋಧಕ ಸಿಬ್ಬಂದಿಯ ಗುಣಮಟ್ಟವು ಕಲಿಕೆಯ ಫಲಶ್ರುತಿಯಲ್ಲಿ ಪ್ರಮುಖ ಅಂಶವಾಗಿದೆ.
In this age of Information Technology, the conventional role played by teachers has undergone a massive transformation	ಈ ಮಾಹಿತಿ ತಂತ್ರಜ್ಞಾನ ಯುಗದಲ್ಲಿ, ಶಿಕ್ಷಕರು ನಿರ್ವಹಿಸುವ ಸಾಂಪ್ರದಾಯಿಕ ಪಾತ್ರವು ಬೃಹತ್ ಬದಲಾವಣೆಯಲ್ಲಿ ಸಾಗಿದೆ.
Another area that we must focus on is Research and Development	ನಾವು ಗಮನ ಹರಿಸಬೇಕಾದ ಮತ್ತೊಂದು ಕ್ಷೇತ್ರ ಸಂಶೋಧನೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ.
Innovation is the watchword of the 21st century	ನಾವಿನ್ಯತೆ 21ನೇ ಶತಮಾನದ ಉದ್ಗಾರವಾಗಿದೆ.
The array of problems that we face today, from declining agricultural productivity to climate change, from challenges of urban development to threats to human health, can be tackled through Science, Technology and innovation	ಕೃಷಿ ಉತ್ಪಾದಕತೆಯು ಕ್ಷೀಣಿಸುವುದರಿಂದ ಹಿಡಿದು ಹವಾಮಾನ ಬದಲಾವಣೆಯವರೆಗೆ, ನಗರ ಅಭಿವೃದ್ಧಿಯ ಸವಾಲುಗಳಿಂದ ಹಿಡಿದು ಮಾನವನ ಆರೋಗ್ಯಕ್ಕೆ ಬೆದರಿಕೆಗಳವರೆಗೆ ನಾವು ಇಂದು ಎದುರಿಸುತ್ತಿರುವ ಎಲ್ಲ ಸಮಸ್ಯೆಗಳ ಶ್ರೇಣಿಯನ್ನು ವಿಜ್ಞಾನ, ತಂತ್ರಜ್ಞಾನ ಮತ್ತು ನಾವೀನ್ಯತೆಗಳ ಮೂಲಕ ನಿಭಾಯಿಸಬಹುದಾಗಿದೆ.
Teaching cannot be separated from research	ಬೋಧನೆಯನ್ನು ಸಂಶೋಧನೆಯಿಂದ ಪ್ರತ್ಯೇಕಗೊಳಿಸಲು ಸಾಧ್ಯವಿಲ್ಲ.
The Council of Scientific and Industrial Research, at rank 155, was our highest in the Scimago Institutions Rankings (SIR) for research	ವೈಜ್ಞಾನಿಕ ಮತ್ತು ಕೈಗಾರಿಕಾ ಸಂಶೋಧನಾ ಮಂಡಳಿ ಸಂಶೋಧನೆಯಲ್ಲಿ 155ನೇ ಸ್ಥಾನದಲ್ಲಿರುವುದೇ ಸಿಮಾಗೋ ಸಂಸ್ಥೆಗಳ ಶ್ರೇಣೀಕರಣದಲ್ಲಿ  ಅತ್ಯುನ್ನತವಾದುದಾಗಿದೆ.
There are over a one lakh India-born PhDs in universities around the world	ವಿಶ್ವದಾದ್ಯಂತದ ವಿಶ್ವವಿದ್ಯಾಲಯಗಳಲ್ಲಿ ಒಂದು ಲಕ್ಷಕ್ಕೂ ಹೆಚ್ಚು ಭಾರತೀಯ ಸಂಜಾತರ ಪಿಎಚ್‌ಡಿ ಪದವಿಧರರಿದ್ದಾರೆ.
We must also not hesitate to collaborate with the best universities and research centers around the world for knowledge sharing and capacity building	ನಾವು ಜ್ಞಾನ ವಿನಿಮಯ ಮತ್ತು ಸಾಮರ್ಥ್ಯ ವರ್ಧನೆಗಾಗಿ ವಿಶ್ವಾದ್ಯಂತದ ಅತ್ಯುತ್ತಮವಾದ ವಿಶ್ವವಿದ್ಯಾಲಯಗಳು ಮತ್ತು ಸಂಶೋಧನಾ ಕೇಂದ್ರಗಳೊಂದಿಗೆ ಸಹಯೋಗ ಹೊಂದಲು ಹಿಂಜರಿಯಬಾರದು.
We must boost the employability quotient of our students through practical training, internships, simulation exercises and case study-based training.	ನಾವು ಪ್ರಾಯೋಗಿಕ ತರಬೇತಿ, ಇಂಟರ್ನ್ ಷಿಪ್, ಅಣಕು ಪ್ರದರ್ಶನ ಮತ್ತು ಪ್ರಕರಣ ಆಧಾರಿತ ಅಧ್ಯಯನ ತರಬೇತಿಗಳ ಮೂಲಕ ನಮ್ಮ ವಿದ್ಯಾರ್ಥಿಗಳಲ್ಲಿ ಉದ್ಯೋಗದ ಸಾಮರ್ಥ್ಯವನ್ನು ಉತ್ತೇಜಿಸಬೇಕು.
We must also impart soft skills which are a combination of people skills, social skills, communication skills, character or personality traits, attitudes, social intelligence and emotional intelligence quotients, among others, that will enable youngsters to work well with others, perform well, and achieve their goals.	ಜನರ ಕೌಶಲ್ಯಗಳು, ಸಾಮಾಜಿಕ ಕೌಶಲ್ಯಗಳು, ಸಂವಹನ ಕೌಶಲ್ಯಗಳು, ಸ್ವಭಾವ ಅಥವಾ ವ್ಯಕ್ತಿತ್ವದ ಲಕ್ಷಣಗಳು, ವರ್ತನೆಗಳು, ಸಾಮಾಜಿಕ ಬುದ್ಧಿವಂತಿಕೆ ಮತ್ತು ಭಾವನಾತ್ಮಕ ಬುದ್ಧಿವಂತಿಕೆಯ ಅಂಶಗಳ ಸಂಯೋಜನೆಯಾದ ಮೃದು ಕೌಶಲ್ಯಗಳನ್ನು ಸಹ ನಾವು ನೀಡಬೇಕು, ಅದು ಯುವಜನರಿಗೆ ಇತರರೊಂದಿಗೆ ಉತ್ತಮವಾಗಿ ಕಾರ್ಯನಿರ್ವಹಿಸಲು, ಉತ್ತಮ ಪ್ರದರ್ಶನ ನೀಡಲು, ಮತ್ತು ಅವರ ಗುರಿಗಳನ್ನು ಸಾಧಿಸಲು ಅವಕಾಶ ಕಲ್ಪಿಸುತ್ತದೆನಾವು ನಮ್ಮ ಯುವಜನರಿಗೆ ನೀಡುವ ಶಿಕ್ಷಣ ಸಹ ಮೌಲ್ಯಾಧಾರಿತವಾಗಿರಬೇಕು.
The world is now a global village	ಇಂದು ವಿಶ್ವವೇ ಒಂದು ಜಾಗತಿಕ ಗ್ರಾಮ.
Our children, when they leave the portals of the educational institutions must be enlightened citizens who will take an abiding interest in protecting our democracy and preserving the fundamental values that are enshrined in our constitution	ನಮ್ಮ ಮಕ್ಕಳು, ಶಿಕ್ಷಣ ಸಂಸ್ಥೆಗಳಿಂದ ಹೊರ ಬಂದಾಗ ಅವರು ಪ್ರಬುದ್ಧ ನಾಗರಿಕರಾಗಿರಬೇಕು, ಅವರು ನಮ್ಮ ಪ್ರಜಾಪ್ರಭುತ್ವವನ್ನು ರಕ್ಷಿಸಲು ಮತ್ತು ನಮ್ಮ ಸಂವಿಧಾನದಲ್ಲಿ ಪ್ರತಿಪಾದಿಸಿರುವ ಮೂಲಭೂತ ಮೌಲ್ಯಗಳನ್ನು ಕಾಪಾಡುವಲ್ಲಿ ನಿರಂತರ ಆಸಕ್ತಿ ವಹಿಸುವಂತಿರಬೇಕು.
Once again, I congratulate NAAC on attaining this crucial mile-stone.	ಮಹತ್ವದ ಮೈಲಿಗಲ್ಲು ಸಾಧಿಸಿದ ನ್ಯಾಕ್ ಗೆ ಮತ್ತೊಮ್ಮೆ ನಾನು ಅಭಿನಂದನೆ ಸಲ್ಲಿಸುತ್ತೇನೆ.
Vice President asks scientists to find long-term solutions to farmers problems	ರೈತರ ಸಮಸ್ಯೆಗಳಿಗೆ ದೀರ್ಘಕಾಲೀನ ಪರಿಹಾರಗಳನ್ನು ಕಂಡುಕೊಳ್ಳುವಂತೆ  ವಿಜ್ಞಾನಿಗಳಿಗೆ ಉಪ ರಾಷ್ಟ್ರಪತಿ ಕರೆ
Vice President asks scientists to find long-term solutions to farmers problems	ರೈತರ ಸಮಸ್ಯೆಗಳಿಗೆ ದೀರ್ಘಕಾಲೀನ ಪರಿಹಾರಗಳನ್ನು ಕಂಡುಕೊಳ್ಳುವಂತೆ  ವಿಜ್ಞಾನಿಗಳಿಗೆ ಉಪ ರಾಷ್ಟ್ರಪತಿ ಕರೆ
Delivers Valedictory Address at the 107th Indian Science Congress	107 ನೇ ಭಾರತೀಯ ವಿಜ್ಞಾನ ಕಾಂಗ್ರೆಸ್‌ನಲ್ಲಿ ಸಮಾರೋಪ ಭಾಷಣ
He also wanted scientists to explore ways to make crops climate-resilient, nutrition-efficient and less water consuming.	ಬೆಳೆಗಳು ಹವಾಮಾನ-ಸ್ಥಿತಿಸ್ಥಾಪಕ, ಪೌಷ್ಠಿಕಾಂಶ-ಪರಿಣಾಮಕಾರಿ ಮತ್ತು ಮಿತವ್ಯಯ ನೀರು ಬಳಕೆ ವಿಧಾನಗಳ ಕುರಿತು ವಿಜ್ಞಾನಿಗಳು ಅನ್ವೇಷಿಸಬೇಕೆಂದು ಅವರು ಸಲಹೆ ಮಾಡಿದರು.
Delivering the Valedictory Speech at the 107th Indian Science Congress in Bengaluru, the Vice President said that global warming and climate change were affecting the weather patterns in an unpredictable manner and causing massive devastation at times	ಬೆಂಗಳೂರಿನಲ್ಲಿ ನಡೆದ 107 ನೇ ಭಾರತೀಯ ವಿಜ್ಞಾನ ಕಾಂಗ್ರೆಸ್‌ನಲ್ಲಿ ಸಮಾರೋಪ ಭಾಷಣ ಮಾಡಿದ ಉಪ ರಾಷ್ಟ್ರಪತಿಯವರು, ಜಾಗತಿಕ ತಾಪಮಾನ ಮತ್ತು ಹವಾಮಾನ ಬದಲಾವಣೆಯು ಹವಾಮಾನದ ಮೇಲೆ ಅನಿರೀಕ್ಷಿತ ರೀತಿಯಲ್ಲಿ ಪರಿಣಾಮ ಬೀರುತ್ತಿದೆ ಮತ್ತು ಕೆಲವೊಮ್ಮೆ ಭಾರೀ ವಿನಾಶಕ್ಕೆ ಕಾರಣವಾಗುತ್ತಿದೆ.
